file_id,path,first_seen,last_seen,commit_count,touches,bus_factor,sensitivity_score,sensitivity_tags
src/components/domaine/DomainStatsBar.astro,src/components/domaine/DomainStatsBar.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/domaine/DomainWinesShowcase.astro,src/components/domaine/DomainWinesShowcase.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/domaine/DomaineHero.astro,src/components/domaine/DomaineHero.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:28:35+01:00,2,2,1,0.00,
src/components/domaine/FamilyStorySection.astro,src/components/domaine/FamilyStorySection.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/domaine/FamilyTimelineTable.astro,src/components/domaine/FamilyTimelineTable.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:28:35+01:00,2,2,1,0.00,
src/components/domaine/TerroirSection.astro,src/components/domaine/TerroirSection.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/domaine/VisitDomainCta.astro,src/components/domaine/VisitDomainCta.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/sections/Contact.astro,src/components/sections/Contact.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:36:38+01:00,3,3,1,0.00,
src/components/sections/Experience.astro,src/components/sections/Experience.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:36:38+01:00,3,3,1,0.00,
src/components/sections/Footer.astro,src/components/sections/Footer.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:36:38+01:00,3,3,1,0.00,
src/components/sections/Gallery.astro,src/components/sections/Gallery.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/components/sections/Header.astro,src/components/sections/Header.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/components/sections/Hero.astro,src/components/sections/Hero.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/components/sections/HeroFeatureDeck.astro,src/components/sections/HeroFeatureDeck.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/components/sections/History.astro,src/components/sections/History.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/components/sections/Reasons.astro,src/components/sections/Reasons.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:36:38+01:00,3,3,1,0.00,
src/components/sections/Testimonials.astro,src/components/sections/Testimonials.astro,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,1,1,1,0.00,
src/components/sections/Wines.astro,src/components/sections/Wines.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/components/shop/ShopCaseComposer.astro,src/components/shop/ShopCaseComposer.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/shop/ShopDomainSelection.astro,src/components/shop/ShopDomainSelection.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/shop/ShopFaq.astro,src/components/shop/ShopFaq.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/shop/ShopFinalCtaBand.astro,src/components/shop/ShopFinalCtaBand.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/shop/ShopHero.astro,src/components/shop/ShopHero.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/shop/ShopProductGrid.astro,src/components/shop/ShopProductGrid.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/ui/ButtonLink.astro,src/components/ui/ButtonLink.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/components/ui/Icon.astro,src/components/ui/Icon.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/ui/SectionHeading.astro,src/components/ui/SectionHeading.astro,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,1,1,1,0.00,
src/components/visits/AccessSection.astro,src/components/visits/AccessSection.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:36:38+01:00,2,2,1,0.00,
src/components/visits/BookingSection.astro,src/components/visits/BookingSection.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/visits/ExperienceTimeline.astro,src/components/visits/ExperienceTimeline.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:36:38+01:00,2,2,1,0.00,
src/components/visits/ExtendedEscape.astro,src/components/visits/ExtendedEscape.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:36:38+01:00,2,2,1,0.00,
src/components/visits/FinalCta.astro,src/components/visits/FinalCta.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/visits/PairingAddon.astro,src/components/visits/PairingAddon.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/visits/PricingPlans.astro,src/components/visits/PricingPlans.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/visits/TrustBar.astro,src/components/visits/TrustBar.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/components/visits/VisitHero.astro,src/components/visits/VisitHero.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:36:38+01:00,2,2,1,0.00,
src/components/visits/WinesShowcase.astro,src/components/visits/WinesShowcase.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/data/domaine.ts,src/data/domaine.ts,2026-02-28T00:20:50+01:00,2026-02-28T00:28:35+01:00,2,2,1,0.00,
src/data/site.ts,src/data/site.ts,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/data/visits.ts,src/data/visits.ts,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/env.d.ts,src/env.d.ts,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,1,1,1,0.00,
src/layouts/BaseLayout.astro,src/layouts/BaseLayout.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/pages/boutique.astro,src/pages/boutique.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/pages/domaine.astro,src/pages/domaine.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/pages/index.astro,src/pages/index.astro,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/pages/visites.astro,src/pages/visites.astro,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/styles/global.css,src/styles/global.css,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/types/domaine.ts,src/types/domaine.ts,2026-02-28T00:20:50+01:00,2026-02-28T00:28:35+01:00,2,2,1,0.00,
src/types/site.ts,src/types/site.ts,2026-02-27T19:54:36+01:00,2026-02-28T00:20:50+01:00,2,2,1,0.00,
src/types/visits.ts,src/types/visits.ts,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
src/utils/link.ts,src/utils/link.ts,2026-02-28T00:20:50+01:00,2026-02-28T00:20:50+01:00,1,1,1,0.00,
tsconfig.json,tsconfig.json,2026-02-27T19:54:36+01:00,2026-02-27T19:54:36+01:00,1,1,1,0.00,
